state,row_no,awardee,amount,recipient_type,distributed_to_hospital,note,recipient_confirmed,amount_confirmed,fiscal_year,source_document_title,state_source_url,validation_source_type,extraction_method,validator,ccn,aha_id,rural_designation,reviewer,recipient_type_source,determination_confidence,flag_reason,award_pool,initiative,project,amount_low,amount_high,pool_amount,n_recipients,beds,counties_served,regions_served,entity_type_raw,budget_year2,flow_type,hospital_attribution,hospital_benefiting,intermediary_name,hospital_affiliation_signal,date_announced,classification_rule,determination_basis
OR,212,Silverton Health (DBA Legacy Silverton Medical Center),329423.48,HOSPITAL_OR_SYSTEM,Yes,"Catalyst Award (competitive RFGP), Project 2. Amount is Budget Year 1 (Approved); OHA finalises scopes after award negotiations. Year 2 expected: 0.00",Yes,No,FY2026 (Year 1),RHTP Catalyst Awards data file (RHTP-Awards-Data.xlsx),https://www.oregon.gov/oha/HPA/HP/Pages/rhtp-awards.aspx,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,"Hospital or Hospital System, Rural Health Clinic",HIGH,AMOUNT_PRELIMINARY,CATALYST,Healthy Communities & Prevention,Project 2,,,,,,"Clackamas, Marion",Central Valley,"Hospital or Hospital System, Rural Health Clinic",0,DIRECT,NAMED_HOSPITAL,Yes,,FALSE,2026-07-07,STATE_ORG_TYPE,The state's own Organization Type field states 'Hospital or Hospital System'. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.
OR,213,Siskiyou Community Health Center,378545,FQHC_OR_RHC,No,"Catalyst Award (competitive RFGP), Project 1. Amount is Budget Year 1 (Approved); OHA finalises scopes after award negotiations. Year 2 expected: 256,329.20",Yes,No,FY2026 (Year 1),RHTP Catalyst Awards data file (RHTP-Awards-Data.xlsx),https://www.oregon.gov/oha/HPA/HP/Pages/rhtp-awards.aspx,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,Federally Qualified Health Center (FQHC),HIGH,AMOUNT_PRELIMINARY,CATALYST,Healthy Communities & Prevention,Project 1,,,,,,"Jackson, Josephine",South Central,Federally Qualified Health Center (FQHC),256329.2,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-07-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'Federally Qualified Health Center (FQHC)'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,214,Sky Lakes Foundation (DBA Healthy Klamath),469987.33,NONPROFIT_CBO,No,"Catalyst Award (competitive RFGP), Project 1. Amount is Budget Year 1 (Approved); OHA finalises scopes after award negotiations. Year 2 expected: 2,898,166.00",Yes,No,FY2026 (Year 1),RHTP Catalyst Awards data file (RHTP-Awards-Data.xlsx),https://www.oregon.gov/oha/HPA/HP/Pages/rhtp-awards.aspx,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,"Coalition, Social Service or Community-Based Organization",HIGH,AMOUNT_PRELIMINARY,CATALYST,Healthy Communities & Prevention,Project 1,,,,,,Klamath,South Central,"Coalition, Social Service or Community-Based Organization",2898166,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-07-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'Social Service or Community-Based Organization'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,215,Sky Lakes Medical Center,586740,HOSPITAL_OR_SYSTEM,Yes,"Catalyst Award (competitive RFGP), Project 1. Amount is Budget Year 1 (Approved); OHA finalises scopes after award negotiations. Year 2 expected: 2,667,243.73",Yes,No,FY2026 (Year 1),RHTP Catalyst Awards data file (RHTP-Awards-Data.xlsx),https://www.oregon.gov/oha/HPA/HP/Pages/rhtp-awards.aspx,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,Hospital or Hospital System,HIGH,AMOUNT_PRELIMINARY,CATALYST,Healthy Communities & Prevention,Project 1,,,,,,Klamath,South Central,Hospital or Hospital System,2667243.73,DIRECT,NAMED_HOSPITAL,Yes,,FALSE,2026-07-07,STATE_ORG_TYPE,The state's own Organization Type field states 'Hospital or Hospital System'. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.
OR,216,South Lane School District,498974.07,SCHOOL_OR_DISTRICT,No,"Catalyst Award (competitive RFGP), Project 1. Amount is Budget Year 1 (Approved); OHA finalises scopes after award negotiations. Year 2 expected: 525,245.93",Yes,No,FY2026 (Year 1),RHTP Catalyst Awards data file (RHTP-Awards-Data.xlsx),https://www.oregon.gov/oha/HPA/HP/Pages/rhtp-awards.aspx,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,School District,HIGH,AMOUNT_PRELIMINARY,CATALYST,Healthy Communities & Prevention,Project 1,,,,,,"Douglas, Lane","Central Valley, South Central",School District,525245.93,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-07-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'School District'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,217,"Southern Oregon Pathways, LLC",271670,NONPROFIT_CBO,No,"Catalyst Award (competitive RFGP), Project 1. Amount is Budget Year 1 (Approved); OHA finalises scopes after award negotiations. Year 2 expected: 329,096.00",Yes,No,FY2026 (Year 1),RHTP Catalyst Awards data file (RHTP-Awards-Data.xlsx),https://www.oregon.gov/oha/HPA/HP/Pages/rhtp-awards.aspx,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,"Behavioral Health Clinic, Nonprofit or Private Health Care Organization",MEDIUM,AMOUNT_PRELIMINARY,CATALYST,Healthy Communities & Prevention,Project 1,,,,,,Josephine,South Central,"Behavioral Health Clinic, Nonprofit or Private Health Care Organization",329096,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-07-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'Nonprofit or Private Health Care Organization'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,218,Southwestern Oregon Community College,234528.27,UNIVERSITY_OR_AHC,No,"Catalyst Award (competitive RFGP), Project 1. Amount is Budget Year 1 (Approved); OHA finalises scopes after award negotiations. Year 2 expected: 416,521.37",Yes,No,FY2026 (Year 1),RHTP Catalyst Awards data file (RHTP-Awards-Data.xlsx),https://www.oregon.gov/oha/HPA/HP/Pages/rhtp-awards.aspx,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,Community College,MEDIUM,AMOUNT_PRELIMINARY,CATALYST,Workforce Capacity & Resilience,Project 1,,,,,,"Coos, Curry, Douglas, Lane","Central Valley, South Central, South Coast",Community College,416521.37,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-07-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'Community College'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,219,Southwestern Oregon Workforce Investment Board (SOWIB),551075.39,NONPROFIT_CBO,No,"Catalyst Award (competitive RFGP), Project 1. Amount is Budget Year 1 (Approved); OHA finalises scopes after award negotiations. Year 2 expected: 498,924.61",Yes,No,FY2026 (Year 1),RHTP Catalyst Awards data file (RHTP-Awards-Data.xlsx),https://www.oregon.gov/oha/HPA/HP/Pages/rhtp-awards.aspx,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,"Coordinated Care Organization (CCO), Other",MEDIUM,AMOUNT_PRELIMINARY,CATALYST,Workforce Capacity & Resilience,Project 1,,,,,,"Coos, Curry, Douglas","South Central, South Coast","Coordinated Care Organization (CCO), Other",498924.61,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-07-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'Coordinated Care Organization (CCO)'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,220,SriPonya Collective,570685,NONPROFIT_CBO,No,"Catalyst Award (competitive RFGP), Project 1. Amount is Budget Year 1 (Approved); OHA finalises scopes after award negotiations. Year 2 expected: 1,064,391.25",Yes,No,FY2026 (Year 1),RHTP Catalyst Awards data file (RHTP-Awards-Data.xlsx),https://www.oregon.gov/oha/HPA/HP/Pages/rhtp-awards.aspx,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,"Nonprofit or Private Health Care Organization, Social Service or Community-Based Organization",MEDIUM,AMOUNT_PRELIMINARY,CATALYST,Healthy Communities & Prevention,Project 1,,,,,,Jefferson,Central,"Nonprofit or Private Health Care Organization, Social Service or Community-Based Organization",1064391.25,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-07-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'Nonprofit or Private Health Care Organization'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,221,"The Native American Rehabilitation Association of the Northwest, Incorporated (DBA NARA NW)",824653.31,FQHC_OR_RHC,No,"Catalyst Award (competitive RFGP), Project 1. Amount is Budget Year 1 (Approved); OHA finalises scopes after award negotiations. Year 2 expected: 1,885,993.55",Yes,No,FY2026 (Year 1),RHTP Catalyst Awards data file (RHTP-Awards-Data.xlsx),https://www.oregon.gov/oha/HPA/HP/Pages/rhtp-awards.aspx,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,"Behavioral Health Clinic, Coalition, Dental Provider, Federally Qualified Health Center (FQHC), Nonprofit or Private Health Care Organization, Other, Social Service or Community-Based Organization",HIGH,AMOUNT_PRELIMINARY,CATALYST,Healthy Communities & Prevention,Project 1,,,,,,"Clackamas, Columbia, Coos, Douglas, Jefferson, Klamath, Lincoln, Marion, Multnomah, Polk, Umatilla, Washington","Central, Central Valley, North Eastern, North West Coast, South Central, South Coast","Behavioral Health Clinic, Coalition, Dental Provider, Federally Qualified Health Center (FQHC), Nonprofit or Private Health Care Organization, Other, Social Service or Community-Based Organization",1885993.55,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-07-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'Federally Qualified Health Center (FQHC)'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,222,"The Native American Rehabilitation Association of the Northwest, Incorporated (DBA NARA NW)",1296657.61,FQHC_OR_RHC,No,"Catalyst Award (competitive RFGP), Project 2. Amount is Budget Year 1 (Approved); OHA finalises scopes after award negotiations. Year 2 expected: 1,853,417.07",Yes,No,FY2026 (Year 1),RHTP Catalyst Awards data file (RHTP-Awards-Data.xlsx),https://www.oregon.gov/oha/HPA/HP/Pages/rhtp-awards.aspx,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,"Behavioral Health Clinic, Coalition, Dental Provider, Federally Qualified Health Center (FQHC), Nonprofit or Private Health Care Organization, Other, Social Service or Community-Based Organization",HIGH,AMOUNT_PRELIMINARY,CATALYST,Healthy Communities & Prevention,Project 2,,,,,,"Clackamas, Columbia, Coos, Douglas, Jefferson, Klamath, Lincoln, Marion, Multnomah, Polk, Sherman, Umatilla, Wasco, Washington","Central, Central Valley, North Central Gorge, North Eastern, North West Coast, South Central, South Coast","Behavioral Health Clinic, Coalition, Dental Provider, Federally Qualified Health Center (FQHC), Nonprofit or Private Health Care Organization, Other, Social Service or Community-Based Organization",1853417.07,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-07-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'Federally Qualified Health Center (FQHC)'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,223,Tillamook County Health Department,200000,FQHC_OR_RHC,No,"Catalyst Award (competitive RFGP), Project 1. Amount is Budget Year 1 (Approved); OHA finalises scopes after award negotiations. Year 2 expected: 285,321.80",Yes,No,FY2026 (Year 1),RHTP Catalyst Awards data file (RHTP-Awards-Data.xlsx),https://www.oregon.gov/oha/HPA/HP/Pages/rhtp-awards.aspx,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,"Dental Provider, Federally Qualified Health Center (FQHC), Local Government, Local Public Health Authority",HIGH,AMOUNT_PRELIMINARY,CATALYST,Technology & Data Modernization,Project 1,,,,,,Tillamook,North West Coast,"Dental Provider, Federally Qualified Health Center (FQHC), Local Government, Local Public Health Authority",285321.8,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-07-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'Federally Qualified Health Center (FQHC)'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,224,"Umpqua Community Health Center, Inc. (DBA Aviva Health)",1862102.11,FQHC_OR_RHC,No,"Catalyst Award (competitive RFGP), Project 1. Amount is Budget Year 1 (Approved); OHA finalises scopes after award negotiations. Year 2 expected: 1,350,617.19",Yes,No,FY2026 (Year 1),RHTP Catalyst Awards data file (RHTP-Awards-Data.xlsx),https://www.oregon.gov/oha/HPA/HP/Pages/rhtp-awards.aspx,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,"Behavioral Health Clinic, Dental Provider, Federally Qualified Health Center (FQHC), Nonprofit or Private Health Care Organization",HIGH,AMOUNT_PRELIMINARY,CATALYST,Workforce Capacity & Resilience,Project 1,,,,,,Douglas,South Central,"Behavioral Health Clinic, Dental Provider, Federally Qualified Health Center (FQHC), Nonprofit or Private Health Care Organization",1350617.19,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-07-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'Federally Qualified Health Center (FQHC)'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,225,"Umpqua Community Health Center, Inc. (DBA Aviva Health)",1216908.07,FQHC_OR_RHC,No,"Catalyst Award (competitive RFGP), Project 2. Amount is Budget Year 1 (Approved); OHA finalises scopes after award negotiations. Year 2 expected: 606,610.98",Yes,No,FY2026 (Year 1),RHTP Catalyst Awards data file (RHTP-Awards-Data.xlsx),https://www.oregon.gov/oha/HPA/HP/Pages/rhtp-awards.aspx,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,"Behavioral Health Clinic, Dental Provider, Federally Qualified Health Center (FQHC), Nonprofit or Private Health Care Organization",HIGH,AMOUNT_PRELIMINARY,CATALYST,Technology & Data Modernization,Project 2,,,,,,Douglas,South Central,"Behavioral Health Clinic, Dental Provider, Federally Qualified Health Center (FQHC), Nonprofit or Private Health Care Organization",606610.98,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-07-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'Federally Qualified Health Center (FQHC)'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,226,Vision To Learn,356367.97,NONPROFIT_CBO,No,"Catalyst Award (competitive RFGP), Project 1. Amount is Budget Year 1 (Approved); OHA finalises scopes after award negotiations. Year 2 expected: 1,066,634.53",Yes,No,FY2026 (Year 1),RHTP Catalyst Awards data file (RHTP-Awards-Data.xlsx),https://www.oregon.gov/oha/HPA/HP/Pages/rhtp-awards.aspx,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,Nonprofit or Private Health Care Organization,MEDIUM,AMOUNT_PRELIMINARY,CATALYST,Healthy Communities & Prevention,Project 1,,,,,,"Crook, Deschutes, Douglas, Jefferson, Klamath, Lake","Central, South Central, South Eastern",Nonprofit or Private Health Care Organization,1066634.53,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-07-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'Nonprofit or Private Health Care Organization'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,227,WVP Health Authority,367632.95,NONPROFIT_CBO,No,"Catalyst Award (competitive RFGP), Project 1. Amount is Budget Year 1 (Approved); OHA finalises scopes after award negotiations. Year 2 expected: 945,213.25",Yes,No,FY2026 (Year 1),RHTP Catalyst Awards data file (RHTP-Awards-Data.xlsx),https://www.oregon.gov/oha/HPA/HP/Pages/rhtp-awards.aspx,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,"Nonprofit or Private Health Care Organization, Professional Association or Nonprofit Advocacy, Social Service or Community-Based Organization",HIGH,AMOUNT_PRELIMINARY,CATALYST,Technology & Data Modernization,Project 1,,,,,,"Linn, Marion, Polk",Central Valley,"Nonprofit or Private Health Care Organization, Professional Association or Nonprofit Advocacy, Social Service or Community-Based Organization",945213.25,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-07-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'Professional Association or Nonprofit Advocacy'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,228,Wallowa County Health Care District (DBA Wallowa Memorial Hospital / Wallowa Memorial Medical Clinic),516852.93,HOSPITAL_OR_SYSTEM,Yes,"Catalyst Award (competitive RFGP), Project 1. Amount is Budget Year 1 (Approved); OHA finalises scopes after award negotiations. Year 2 expected: 1,448,398.26",Yes,No,FY2026 (Year 1),RHTP Catalyst Awards data file (RHTP-Awards-Data.xlsx),https://www.oregon.gov/oha/HPA/HP/Pages/rhtp-awards.aspx,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,"Hospital or Hospital System, Rural Health Clinic",HIGH,AMOUNT_PRELIMINARY,CATALYST,Regional Partnerships & System Transformation,Project 1,,,,,,"Baker, Grant, Malheur, Union, Wallowa",North Eastern,"Hospital or Hospital System, Rural Health Clinic",1448398.26,DIRECT,NAMED_HOSPITAL,Yes,,FALSE,2026-07-07,STATE_ORG_TYPE,The state's own Organization Type field states 'Hospital or Hospital System'. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.
OR,229,Wallowa County Health Care District (DBA Wallowa Memorial Hospital / Wallowa Memorial Medical Clinic),1345688.83,HOSPITAL_OR_SYSTEM,Yes,"Catalyst Award (competitive RFGP), Project 2. Amount is Budget Year 1 (Approved); OHA finalises scopes after award negotiations. Year 2 expected: 701,479.00",Yes,No,FY2026 (Year 1),RHTP Catalyst Awards data file (RHTP-Awards-Data.xlsx),https://www.oregon.gov/oha/HPA/HP/Pages/rhtp-awards.aspx,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,"Hospital or Hospital System, Rural Health Clinic",HIGH,AMOUNT_PRELIMINARY,CATALYST,Healthy Communities & Prevention,Project 2,,,,,,Wallowa,North Eastern,"Hospital or Hospital System, Rural Health Clinic",701479,DIRECT,NAMED_HOSPITAL,Yes,,FALSE,2026-07-07,STATE_ORG_TYPE,The state's own Organization Type field states 'Hospital or Hospital System'. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.
OR,230,Wallowa Valley Center for Wellness,639520,NONPROFIT_CBO,No,"Catalyst Award (competitive RFGP), Project 1. Amount is Budget Year 1 (Approved); OHA finalises scopes after award negotiations. Year 2 expected: 608,340.00",Yes,No,FY2026 (Year 1),RHTP Catalyst Awards data file (RHTP-Awards-Data.xlsx),https://www.oregon.gov/oha/HPA/HP/Pages/rhtp-awards.aspx,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,"Behavioral Health Clinic, Nonprofit or Private Health Care Organization, Other",MEDIUM,AMOUNT_PRELIMINARY,CATALYST,Technology & Data Modernization,Project 1,,,,,,Wallowa,North Eastern,"Behavioral Health Clinic, Nonprofit or Private Health Care Organization, Other",608340,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-07-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'Nonprofit or Private Health Care Organization'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,231,Washington County Public Health,241127.74,LOCAL_GOVT_OR_PUBLIC_HEALTH,No,"Catalyst Award (competitive RFGP), Project 1. Amount is Budget Year 1 (Approved); OHA finalises scopes after award negotiations. Year 2 expected: 279,080.78",Yes,No,FY2026 (Year 1),RHTP Catalyst Awards data file (RHTP-Awards-Data.xlsx),https://www.oregon.gov/oha/HPA/HP/Pages/rhtp-awards.aspx,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,"Local Government, Local Public Health Authority",HIGH,AMOUNT_PRELIMINARY,CATALYST,Regional Partnerships & System Transformation,Project 1,,,,,,Washington,Central Valley,"Local Government, Local Public Health Authority",279080.78,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-07-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'Local Public Health Authority'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,232,Wheeler Care Center LLC (DBA Nehalem Valley Care Center),324000,NONPROFIT_CBO,No,"Catalyst Award (competitive RFGP), Project 1. Amount is Budget Year 1 (Approved); OHA finalises scopes after award negotiations. Year 2 expected: 0.00",Yes,No,FY2026 (Year 1),RHTP Catalyst Awards data file (RHTP-Awards-Data.xlsx),https://www.oregon.gov/oha/HPA/HP/Pages/rhtp-awards.aspx,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,"Nonprofit or Private Health Care Organization, Other",MEDIUM,AMOUNT_PRELIMINARY,CATALYST,Technology & Data Modernization,Project 1,,,,,,"Clackamas, Clatsop, Columbia, Multnomah, Tillamook, Washington, Yamhill","Central Valley, North West Coast","Nonprofit or Private Health Care Organization, Other",0,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-07-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'Nonprofit or Private Health Care Organization'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,233,White Oak Medical Clinic LLC,252342.95,NONPROFIT_CBO,No,"Catalyst Award (competitive RFGP), Project 1. Amount is Budget Year 1 (Approved); OHA finalises scopes after award negotiations. Year 2 expected: 207,615.72",Yes,No,FY2026 (Year 1),RHTP Catalyst Awards data file (RHTP-Awards-Data.xlsx),https://www.oregon.gov/oha/HPA/HP/Pages/rhtp-awards.aspx,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,"Nonprofit or Private Health Care Organization, Other",MEDIUM,AMOUNT_PRELIMINARY,CATALYST,Technology & Data Modernization,Project 1,,,,,,Douglas,South Central,"Nonprofit or Private Health Care Organization, Other",207615.72,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-07-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'Nonprofit or Private Health Care Organization'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,234,Willamette Health Council,1123628.71,NONPROFIT_CBO,No,"Catalyst Award (competitive RFGP), Project 2. Amount is Budget Year 1 (Approved); OHA finalises scopes after award negotiations. Year 2 expected: 3,184,033.13",Yes,No,FY2026 (Year 1),RHTP Catalyst Awards data file (RHTP-Awards-Data.xlsx),https://www.oregon.gov/oha/HPA/HP/Pages/rhtp-awards.aspx,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,"Nonprofit or Private Health Care Organization, Social Service or Community-Based Organization",MEDIUM,AMOUNT_PRELIMINARY,CATALYST,Healthy Communities & Prevention,Project 2,,,,,,"Linn, Marion, Polk, Yamhill",Central Valley,"Nonprofit or Private Health Care Organization, Social Service or Community-Based Organization",3184033.13,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-07-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'Nonprofit or Private Health Care Organization'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,235,Willamette Health Council,579705.4,NONPROFIT_CBO,No,"Catalyst Award (competitive RFGP), Project 1. Amount is Budget Year 1 (Approved); OHA finalises scopes after award negotiations. Year 2 expected: 1,304,656.25",Yes,No,FY2026 (Year 1),RHTP Catalyst Awards data file (RHTP-Awards-Data.xlsx),https://www.oregon.gov/oha/HPA/HP/Pages/rhtp-awards.aspx,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,"Nonprofit or Private Health Care Organization, Social Service or Community-Based Organization",MEDIUM,AMOUNT_PRELIMINARY,CATALYST,Workforce Capacity & Resilience,Project 1,,,,,,"Marion, Polk",Central Valley,"Nonprofit or Private Health Care Organization, Social Service or Community-Based Organization",1304656.25,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-07-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'Nonprofit or Private Health Care Organization'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,236,Winding Waters Medical Clinic,247110.94,FQHC_OR_RHC,No,"Catalyst Award (competitive RFGP), Project 1. Amount is Budget Year 1 (Approved); OHA finalises scopes after award negotiations. Year 2 expected: 302,603.86",Yes,No,FY2026 (Year 1),RHTP Catalyst Awards data file (RHTP-Awards-Data.xlsx),https://www.oregon.gov/oha/HPA/HP/Pages/rhtp-awards.aspx,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,"Behavioral Health Clinic, Dental Provider, Federally Qualified Health Center (FQHC), Nonprofit or Private Health Care Organization, Social Service or Community-Based Organization",HIGH,AMOUNT_PRELIMINARY,CATALYST,Healthy Communities & Prevention,Project 1,,,,,,Wallowa,North Eastern,"Behavioral Health Clinic, Dental Provider, Federally Qualified Health Center (FQHC), Nonprofit or Private Health Care Organization, Social Service or Community-Based Organization",302603.86,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-07-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'Federally Qualified Health Center (FQHC)'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
