state,row_no,awardee,amount,recipient_type,distributed_to_hospital,note,recipient_confirmed,amount_confirmed,fiscal_year,source_document_title,state_source_url,validation_source_type,extraction_method,validator,ccn,aha_id,rural_designation,reviewer,recipient_type_source,determination_confidence,flag_reason,flow_type,hospital_benefiting,determination_basis,source_archive_path,recipient_names_source_url,amount_basis,amount_precision,disbursement_status,classification_rule,activity_type_raw,initiative_raw,award_sequence,counties_served,project_description
AL,11,HH Health System – Jackson LLC,1890000,HOSPITAL_OR_SYSTEM,Yes,"Collaborative Electronic Health Record (EHR), IT and Cybersecurity Initiative",Yes,Yes,FY2026 (Year 1),Governor Ivey Announces First Grants in Major New Rural Healthcare Program Totaling More than $144 Million,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,GOVERNOR_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,MEDIUM,AMOUNT_ROUNDED_IN_SOURCE,DIRECT,Yes,"Recipient name rule: name states a health system. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount. Source: Governor Ivey's 2026-08-24 release, which states the awarding of 138 grants and names this recipient, amount, initiative and counties. The release publishes this amount rounded to millions; it is recorded as published and is not exact to the dollar.",data/evidence/AL/2026-08-24_governor_ivey_first_arhtp_grants.html,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,PER_AWARD_ACTION,ROUNDED_TO_MILLIONS,AWARDED,PATTERN,"Collaborative Electronic Health Record (EHR), IT and Cybersecurity Initiative","Collaborative Electronic Health Record (EHR), IT and Cybersecurity Initiative",FIRST,,"HH Health System – Jackson LLC – $1.89 million to modernize Highlands Medical Center’s electronic health record system and related technology infrastructure to improve patient care, cybersecurity and operational reliability in Jackson County."
AL,12,Infirmary Health System Inc.,3500000,HOSPITAL_OR_SYSTEM,Yes,"Collaborative Electronic Health Record (EHR), IT and Cybersecurity Initiative",Yes,Yes,FY2026 (Year 1),Governor Ivey Announces First Grants in Major New Rural Healthcare Program Totaling More than $144 Million,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,GOVERNOR_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,MEDIUM,AMOUNT_ROUNDED_IN_SOURCE,DIRECT,Yes,"Recipient name rule: name states a health system. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount. Source: Governor Ivey's 2026-08-24 release, which states the awarding of 138 grants and names this recipient, amount, initiative and counties. The release publishes this amount rounded to millions; it is recorded as published and is not exact to the dollar.",data/evidence/AL/2026-08-24_governor_ivey_first_arhtp_grants.html,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,PER_AWARD_ACTION,ROUNDED_TO_MILLIONS,AWARDED,PATTERN,"Collaborative Electronic Health Record (EHR), IT and Cybersecurity Initiative","Collaborative Electronic Health Record (EHR), IT and Cybersecurity Initiative",FIRST,"Clarke, Mobile, Washington","Infirmary Health System Inc. – $3.5 million to establish a regional referral and technology network to improve secure information sharing, care coordination and cybersecurity for rural hospitals and clinics in three counties (Clarke, Mobile, Washington)."
AL,13,Ivy Creek Healthcare LLC,530600,NONPROFIT_CBO,No,"Collaborative Electronic Health Record (EHR), IT and Cybersecurity Initiative",Yes,Yes,FY2026 (Year 1),Governor Ivey Announces First Grants in Major New Rural Healthcare Program Totaling More than $144 Million,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,GOVERNOR_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,LOW,RECIPIENT_TYPE_INFERRED,NON_HOSPITAL,No,"Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not state that hospitals receive or use the funded activity. Source: Governor Ivey's 2026-08-24 release, which states the awarding of 138 grants and names this recipient, amount, initiative and counties.",data/evidence/AL/2026-08-24_governor_ivey_first_arhtp_grants.html,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,PER_AWARD_ACTION,EXACT_AS_PUBLISHED,AWARDED,FALLBACK,"Collaborative Electronic Health Record (EHR), IT and Cybersecurity Initiative","Collaborative Electronic Health Record (EHR), IT and Cybersecurity Initiative",FIRST,,"Ivy Creek Healthcare LLC – $530,600 to upgrade its electronic health record and cybersecurity systems to improve information sharing, streamline care and protect patient data in Elmore and Tallapoosa counties."
AL,14,Mental Health Board of Chilton and Shelby Counties Inc. DBA Central Alabama Wellness,43580,LOCAL_GOVT_OR_PUBLIC_HEALTH,No,"Collaborative Electronic Health Record (EHR), IT and Cybersecurity Initiative",Yes,Yes,FY2026 (Year 1),Governor Ivey Announces First Grants in Major New Rural Healthcare Program Totaling More than $144 Million,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,GOVERNOR_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,MEDIUM,,NON_HOSPITAL,No,"Curated override: county mental health board, a public body. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not state that hospitals receive or use the funded activity. Source: Governor Ivey's 2026-08-24 release, which states the awarding of 138 grants and names this recipient, amount, initiative and counties.",data/evidence/AL/2026-08-24_governor_ivey_first_arhtp_grants.html,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,PER_AWARD_ACTION,EXACT_AS_PUBLISHED,AWARDED,OVERRIDE,"Collaborative Electronic Health Record (EHR), IT and Cybersecurity Initiative","Collaborative Electronic Health Record (EHR), IT and Cybersecurity Initiative",FIRST,,"Mental Health Board of Chilton and Shelby Counties Inc. DBA Central Alabama Wellness – $43,580 to upgrade its electronic health record system to improve care coordination, patient access and information sharing across behavioral health and other healthcare providers in Chilton and Shelby counties."
AL,15,NorthStar EMS Inc,169501,EMS_OR_PSAP,No,"Collaborative Electronic Health Record (EHR), IT and Cybersecurity Initiative",Yes,Yes,FY2026 (Year 1),Governor Ivey Announces First Grants in Major New Rural Healthcare Program Totaling More than $144 Million,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,GOVERNOR_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,HIGH,,NON_HOSPITAL,No,"Recipient name rule: name states an EMS entity. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not state that hospitals receive or use the funded activity. Source: Governor Ivey's 2026-08-24 release, which states the awarding of 138 grants and names this recipient, amount, initiative and counties.",data/evidence/AL/2026-08-24_governor_ivey_first_arhtp_grants.html,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,PER_AWARD_ACTION,EXACT_AS_PUBLISHED,AWARDED,PATTERN,"Collaborative Electronic Health Record (EHR), IT and Cybersecurity Initiative","Collaborative Electronic Health Record (EHR), IT and Cybersecurity Initiative",FIRST,"Fayette, Marion, Talladega, Tuscaloosa","NorthStar EMS Inc. – $169,501 to upgrade the technology and cybersecurity infrastructure supporting its 911 dispatch hub to improve reliability and maintain emergency response during cyber incidents, equipment failures or other disruptions in four counties (Fayette, Marion, Talladega, Tuscaloosa)."
AL,16,Regional Paramedical Services,43260,EMS_OR_PSAP,No,"Collaborative Electronic Health Record (EHR), IT and Cybersecurity Initiative",Yes,Yes,FY2026 (Year 1),Governor Ivey Announces First Grants in Major New Rural Healthcare Program Totaling More than $144 Million,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,GOVERNOR_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,HIGH,,NON_HOSPITAL,No,"Recipient name rule: name states an EMS entity. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not state that hospitals receive or use the funded activity. Source: Governor Ivey's 2026-08-24 release, which states the awarding of 138 grants and names this recipient, amount, initiative and counties.",data/evidence/AL/2026-08-24_governor_ivey_first_arhtp_grants.html,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,PER_AWARD_ACTION,EXACT_AS_PUBLISHED,AWARDED,PATTERN,"Collaborative Electronic Health Record (EHR), IT and Cybersecurity Initiative","Collaborative Electronic Health Record (EHR), IT and Cybersecurity Initiative",FIRST,"Chilton, Jefferson, Marion, Shelby, St. Clair, Walker, Winston","Regional Paramedical Services – This organization is receiving two grants from this initiative, including $43,260 to strengthen cybersecurity across its rural emergency medical service bases to protect patient information and support reliable emergency response operations in seven counties (Chilton, Jefferson, Marion, Shelby, St. Clair, Walker, Winston)."
AL,17,Regional Paramedical Services,42451,EMS_OR_PSAP,No,"Collaborative Electronic Health Record (EHR), IT and Cybersecurity Initiative | second grant to this recipient under this initiative",Yes,Yes,FY2026 (Year 1),Governor Ivey Announces First Grants in Major New Rural Healthcare Program Totaling More than $144 Million,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,GOVERNOR_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,HIGH,,NON_HOSPITAL,No,"Recipient name rule: name states an EMS entity. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not state that hospitals receive or use the funded activity. Source: Governor Ivey's 2026-08-24 release, which states the awarding of 138 grants and names this recipient, amount, initiative and counties. This is the second of two grants to this recipient under this initiative; the release carries it in a continuation paragraph that names no recipient of its own.",data/evidence/AL/2026-08-24_governor_ivey_first_arhtp_grants.html,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,PER_AWARD_ACTION,EXACT_AS_PUBLISHED,AWARDED,PATTERN,"Collaborative Electronic Health Record (EHR), IT and Cybersecurity Initiative","Collaborative Electronic Health Record (EHR), IT and Cybersecurity Initiative",SECOND,"Chilton, Jefferson, Marion, Shelby, St. Clair, Walker, Winston","A second grant of $42,451 will upgrade network security at Regional Paramedical Services’ main operations base and failover dispatch center to protect critical emergency medical systems and maintain reliable response capabilities in seven counties (Chilton, Jefferson, Marion, Shelby, St. Clair, Walker, Winston)."
AL,18,The Russell Hospital Corporation,839753,HOSPITAL_OR_SYSTEM,Yes,"Collaborative Electronic Health Record (EHR), IT and Cybersecurity Initiative",Yes,Yes,FY2026 (Year 1),Governor Ivey Announces First Grants in Major New Rural Healthcare Program Totaling More than $144 Million,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,GOVERNOR_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,HIGH,,DIRECT,Yes,"Recipient name rule: name states a hospital. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount. Source: Governor Ivey's 2026-08-24 release, which states the awarding of 138 grants and names this recipient, amount, initiative and counties.",data/evidence/AL/2026-08-24_governor_ivey_first_arhtp_grants.html,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,PER_AWARD_ACTION,EXACT_AS_PUBLISHED,AWARDED,PATTERN,"Collaborative Electronic Health Record (EHR), IT and Cybersecurity Initiative","Collaborative Electronic Health Record (EHR), IT and Cybersecurity Initiative",FIRST,"Chambers, Clay, Coosa, Elmore, Lee, Talladega, Tallapoosa","The Russell Hospital Corporation – $839,753 to modernize its technology and cybersecurity infrastructure to strengthen patient care, protect health information and improve operational resilience in seven counties (Chambers, Clay, Coosa, Elmore, Lee, Talladega, Tallapoosa)."
AL,19,Clair Community Health Clinic Inc.,1170000,NONPROFIT_CBO,No,"Collaborative Electronic Health Record (EHR), IT and Cybersecurity Initiative",Yes,Yes,FY2026 (Year 1),Governor Ivey Announces First Grants in Major New Rural Healthcare Program Totaling More than $144 Million,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,GOVERNOR_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,LOW,AMOUNT_ROUNDED_IN_SOURCE,NON_HOSPITAL,No,"Curated override: free clinic for uninsured rural adults in St. Clair County; the release publishes the name without its leading 'St.'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not state that hospitals receive or use the funded activity. Source: Governor Ivey's 2026-08-24 release, which states the awarding of 138 grants and names this recipient, amount, initiative and counties. The release publishes this amount rounded to millions; it is recorded as published and is not exact to the dollar.",data/evidence/AL/2026-08-24_governor_ivey_first_arhtp_grants.html,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,PER_AWARD_ACTION,ROUNDED_TO_MILLIONS,AWARDED,OVERRIDE,"Collaborative Electronic Health Record (EHR), IT and Cybersecurity Initiative","Collaborative Electronic Health Record (EHR), IT and Cybersecurity Initiative",FIRST,,"Clair Community Health Clinic Inc. – $1.17 million to upgrade its electronic health record, pharmacy, cybersecurity and digital infrastructure to improve care coordination, protect patient information and support more efficient care for uninsured rural adults in St. Clair County."
AL,20,Sylacauga Healthcare Authority,2020000,HOSPITAL_OR_SYSTEM,Yes,"Collaborative Electronic Health Record (EHR), IT and Cybersecurity Initiative",Yes,Yes,FY2026 (Year 1),Governor Ivey Announces First Grants in Major New Rural Healthcare Program Totaling More than $144 Million,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,GOVERNOR_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,MEDIUM,AMOUNT_ROUNDED_IN_SOURCE,DIRECT,Yes,"Recipient name rule: Alabama hospital authority. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount. Source: Governor Ivey's 2026-08-24 release, which states the awarding of 138 grants and names this recipient, amount, initiative and counties. The release publishes this amount rounded to millions; it is recorded as published and is not exact to the dollar.",data/evidence/AL/2026-08-24_governor_ivey_first_arhtp_grants.html,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,PER_AWARD_ACTION,ROUNDED_TO_MILLIONS,AWARDED,PATTERN,"Collaborative Electronic Health Record (EHR), IT and Cybersecurity Initiative","Collaborative Electronic Health Record (EHR), IT and Cybersecurity Initiative",FIRST,"Clay, Coosa, Talladega","Sylacauga Healthcare Authority – $2.02 million to upgrade its information technology and cybersecurity infrastructure to improve system reliability, protect patient information and support safe clinical operations in three counties (Clay, Coosa, Talladega)."
AL,21,TLC Pediatrics & Family,200000,PHYSICIAN_PRACTICE,No,"Collaborative Electronic Health Record (EHR), IT and Cybersecurity Initiative",Yes,Yes,FY2026 (Year 1),Governor Ivey Announces First Grants in Major New Rural Healthcare Program Totaling More than $144 Million,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,GOVERNOR_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,MEDIUM,,NON_HOSPITAL,No,"Recipient name rule: name states a clinical practice. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not state that hospitals receive or use the funded activity. Source: Governor Ivey's 2026-08-24 release, which states the awarding of 138 grants and names this recipient, amount, initiative and counties.",data/evidence/AL/2026-08-24_governor_ivey_first_arhtp_grants.html,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,PER_AWARD_ACTION,EXACT_AS_PUBLISHED,AWARDED,PATTERN,"Collaborative Electronic Health Record (EHR), IT and Cybersecurity Initiative","Collaborative Electronic Health Record (EHR), IT and Cybersecurity Initiative",FIRST,,"TLC Pediatrics & Family – $200,000 to enhance its information technology and cybersecurity systems to protect patient information and maintain reliable access to care in Limestone County."
AL,22,UAB St. Vincent’s Blount,839753,HOSPITAL_OR_SYSTEM,Yes,"Collaborative Electronic Health Record (EHR), IT and Cybersecurity Initiative",Yes,Yes,FY2026 (Year 1),Governor Ivey Announces First Grants in Major New Rural Healthcare Program Totaling More than $144 Million,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,GOVERNOR_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,MEDIUM,,DIRECT,Yes,"Curated override: UAB St. Vincent's Blount is a hospital; the name carries no hospital token. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount. Source: Governor Ivey's 2026-08-24 release, which states the awarding of 138 grants and names this recipient, amount, initiative and counties.",data/evidence/AL/2026-08-24_governor_ivey_first_arhtp_grants.html,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,PER_AWARD_ACTION,EXACT_AS_PUBLISHED,AWARDED,OVERRIDE,"Collaborative Electronic Health Record (EHR), IT and Cybersecurity Initiative","Collaborative Electronic Health Record (EHR), IT and Cybersecurity Initiative",FIRST,,"UAB St. Vincent’s Blount – $839,753 to modernize its information technology, cybersecurity and electronic health record systems to strengthen patient care, protect health information and improve operational reliability in Blount County."
AL,23,UAB St. Vincent’s Chilton LLC,839753,HOSPITAL_OR_SYSTEM,Yes,"Collaborative Electronic Health Record (EHR), IT and Cybersecurity Initiative",Yes,Yes,FY2026 (Year 1),Governor Ivey Announces First Grants in Major New Rural Healthcare Program Totaling More than $144 Million,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,GOVERNOR_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,MEDIUM,,DIRECT,Yes,"Curated override: UAB St. Vincent's Chilton is a hospital; the name carries no hospital token. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount. Source: Governor Ivey's 2026-08-24 release, which states the awarding of 138 grants and names this recipient, amount, initiative and counties.",data/evidence/AL/2026-08-24_governor_ivey_first_arhtp_grants.html,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,PER_AWARD_ACTION,EXACT_AS_PUBLISHED,AWARDED,OVERRIDE,"Collaborative Electronic Health Record (EHR), IT and Cybersecurity Initiative","Collaborative Electronic Health Record (EHR), IT and Cybersecurity Initiative",FIRST,"Bibb, Chilton, Coosa, Elmore, Perry","UAB St. Vincent’s Chilton LLC – $839,753 to strengthen its information technology, cybersecurity, and electronic health record systems to improve care coordination, protect patient information and support reliable hospital operations in five counties (Bibb, Chilton, Coosa, Elmore, Perry)."
AL,24,UAB St. Vincent’s St. Clair,839753,HOSPITAL_OR_SYSTEM,Yes,"Collaborative Electronic Health Record (EHR), IT and Cybersecurity Initiative",Yes,Yes,FY2026 (Year 1),Governor Ivey Announces First Grants in Major New Rural Healthcare Program Totaling More than $144 Million,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,GOVERNOR_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,MEDIUM,,DIRECT,Yes,"Curated override: UAB St. Vincent's St. Clair is a hospital; the name carries no hospital token. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount. Source: Governor Ivey's 2026-08-24 release, which states the awarding of 138 grants and names this recipient, amount, initiative and counties.",data/evidence/AL/2026-08-24_governor_ivey_first_arhtp_grants.html,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,PER_AWARD_ACTION,EXACT_AS_PUBLISHED,AWARDED,OVERRIDE,"Collaborative Electronic Health Record (EHR), IT and Cybersecurity Initiative","Collaborative Electronic Health Record (EHR), IT and Cybersecurity Initiative",FIRST,"Bibb, Chilton, Coosa, Elmore, Perry, St. Clair","UAB St. Vincent’s St. Clair – $839,753 to enhance its information technology, cybersecurity and electronic health record systems to improve care coordination, protect patient information and support reliable hospital operations serving six counties (Bibb, Chilton, Coosa, Elmore, Perry, St. Clair)."
AL,25,The University of Alabama,2450000,UNIVERSITY_OR_AHC,No,"Collaborative Electronic Health Record (EHR), IT and Cybersecurity Initiative",Yes,Yes,FY2026 (Year 1),Governor Ivey Announces First Grants in Major New Rural Healthcare Program Totaling More than $144 Million,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,GOVERNOR_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,HIGH,AMOUNT_ROUNDED_IN_SOURCE,NON_HOSPITAL,No,"Recipient name rule: name states a university or college. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not state that hospitals receive or use the funded activity. Source: Governor Ivey's 2026-08-24 release, which states the awarding of 138 grants and names this recipient, amount, initiative and counties. The release publishes this amount rounded to millions; it is recorded as published and is not exact to the dollar.",data/evidence/AL/2026-08-24_governor_ivey_first_arhtp_grants.html,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,PER_AWARD_ACTION,ROUNDED_TO_MILLIONS,AWARDED,PATTERN,"Collaborative Electronic Health Record (EHR), IT and Cybersecurity Initiative","Collaborative Electronic Health Record (EHR), IT and Cybersecurity Initiative",FIRST,"Cullman, Fayette, Greene, Hale, Lee, Marengo, Montgomery, Pickens, Sumter, Talladega, Tallapoosa, Tuscaloosa","The University of Alabama – $2.45 million to establish a shared support hub to help rural healthcare providers improve referral coordination, health information technology and cybersecurity readiness in 12 counties (Cullman, Fayette, Greene, Hale, Lee, Marengo, Montgomery, Pickens, Sumter, Talladega, Tallapoosa, Tuscaloosa)."
AL,26,University of South Alabama,1510000,UNIVERSITY_OR_AHC,No,"Collaborative Electronic Health Record (EHR), IT and Cybersecurity Initiative",Yes,Yes,FY2026 (Year 1),Governor Ivey Announces First Grants in Major New Rural Healthcare Program Totaling More than $144 Million,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,GOVERNOR_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,HIGH,AMOUNT_ROUNDED_IN_SOURCE,IN_KIND_BENEFIT,Yes,"Recipient name rule: name states a university or college. §10.2 IN_KIND_BENEFIT: the recipient is not a hospital and keeps the funds; hospitals use or are served by what the funds build. These dollars must never enter a 'funds distributed to hospitals' total. Source: Governor Ivey's 2026-08-24 release, which states the awarding of 138 grants and names this recipient, amount, initiative and counties. The release publishes this amount rounded to millions; it is recorded as published and is not exact to the dollar.",data/evidence/AL/2026-08-24_governor_ivey_first_arhtp_grants.html,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,PER_AWARD_ACTION,ROUNDED_TO_MILLIONS,AWARDED,PATTERN,"Collaborative Electronic Health Record (EHR), IT and Cybersecurity Initiative","Collaborative Electronic Health Record (EHR), IT and Cybersecurity Initiative",FIRST,"Butler, Choctaw, Clarke, Conecuh, Covington, Crenshaw, Dallas, Escambia, Greene, Hale, Lowndes, Marengo, Monroe, Perry, Sumter, Washington, Wilcox","University of South Alabama – $1.51 million to establish a regional healthcare technology and interoperability network serving 10 rural hospitals across south Alabama through a coordinated hub-and-spoke model that combines shared technology services, enhanced interoperability, cybersecurity modernization and standardized operational platforms to improve provider sustainability and patient care in 17 counties (Butler, Choctaw, Clarke, Conecuh, Covington, Crenshaw, Dallas, Escambia, Greene, Hale, Lowndes, Marengo, Monroe, Perry, Sumter, Washington, Wilcox)."
