queue_row,state,recipient_name,match_name,queue_code,queue_source,direction,dollars_at_stake,award_rows,classifier_assigned,current_coding,verified_type,verified_by,verified_date,basis,basis_type
178,MI,Region 2 Area Agency on Aging (AAA) - WellWise Services Area Agency on Aging,Region 2 Area Agency on Aging (AAA) - WellWise Services Area Agency on Aging,MI_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,166667,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,NONPROFIT_CBO,"Claude, run by IN",46286,"WellWise Services, the Region 2 Area Agency on Aging (Jackson, Hillsdale, Lenawee). Legal form not independently confirmed. [Org type from general knowledge; URL is the award source.]",GENERAL_KNOWLEDGE
179,MI,Region IIIC Area Agency on Aging (AAA) - Branch-St. Joseph AAA,Region IIIC Area Agency on Aging (AAA) - Branch-St. Joseph AAA,MI_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,166667,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,NONPROFIT_CBO,"Claude, run by IN",46286,Branch-St. Joseph Area Agency on Aging (Region IIIC). Classified with other AAAs; legal form (nonprofit vs. joint county agency) not independently confirmed. [Org type from general knowledge; URL is the award source.],GENERAL_KNOWLEDGE
180,MI,Region 3B Area Agency on Aging (AAA) - CareWell Services Southwest,Region 3B Area Agency on Aging (AAA) - CareWell Services Southwest,MI_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,166666,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,NONPROFIT_CBO,"Claude, run by IN",46286,"CareWell Services Southwest, the Region 3B Area Agency on Aging (Battle Creek). [Org type from general knowledge; URL is the award source.]",GENERAL_KNOWLEDGE
181,MI,Region VII Area Agency on Aging (AAA),Region VII Area Agency on Aging (AAA),MI_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,166666,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,NONPROFIT_CBO,"Claude, run by IN",46286,"Region VII Area Agency on Aging (Bay City area; serves Bay, Midland, Saginaw and surrounding counties). https://www.visitingangels.com/frankenmuth/local-resources",ORG_WEBSITE
182,KS,Compass Behavioral Health,Compass Behavioral Health,KS_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,165000,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,NONPROFIT_CBO,"Claude, run by IN",46286,"Compass Behavioral Health (southwest Kansas), community mental health center. Classified with other CMHCs. [Org type from general knowledge; URL is the award source.] https://www.kdhe.ks.gov/m/NewsFlash/Home/Detail/1957",GENERAL_KNOWLEDGE
183,MI,Alcona Health Center,Alcona Health Center,MI_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,160262,2,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,FQHC_OR_RHC,"Claude, run by IN",46286,"HRSA-funded FQHC (Alcona Health Center, northeast lower Michigan). https://nachc.org/wp-content/uploads/2025/01/MI01.pdf",ORG_WEBSITE
184,MI,Northwest Michigan Health Services,Northwest Michigan Health Services,MI_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,160256,2,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,FQHC_OR_RHC,"Claude, run by IN",46286,"Northwest Michigan Health Services, an FQHC. [Org type from general knowledge; URL is the award source.]",GENERAL_KNOWLEDGE
185,MI,Sterling Area Health Center,Sterling Area Health Center,MI_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,160256,2,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,FQHC_OR_RHC,"Claude, run by IN",46286,FQHC in Sterling (Arenac County). https://www.blackhealth.org/clinic/sterling-area-health-center-sterling-mi-7503e464/,ORG_WEBSITE
186,MI,Thunder Bay Community Health Service,Thunder Bay Community Health Service,MI_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,160256,2,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,FQHC_OR_RHC,"Claude, run by IN",46286,"FQHC (Thunder Bay Community Health Service Inc., Alpena/Rogers City). https://feedam.org/resource/160300",ORG_WEBSITE
187,MI,Upper Great Lakes Family Health Center,Upper Great Lakes Family Health Center,MI_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,160256,2,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,FQHC_OR_RHC,"Claude, run by IN",46286,"Upper Great Lakes Family Health Center, an FQHC in the Upper Peninsula. [Org type from general knowledge; URL is the award source.]",GENERAL_KNOWLEDGE
188,MI,"FiveCAP, Inc.","FiveCAP, Inc.",MI_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,160069,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,NONPROFIT_CBO,"Claude, run by IN",46286,"FiveCAP, a community action agency (west Michigan). [Org type from general knowledge; URL is the award source.]",GENERAL_KNOWLEDGE
189,OR,Oregon ECHO Network (ORPRN),Oregon ECHO Network (ORPRN),OR_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,UP,159000,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,UNIVERSITY_OR_AHC,"Claude, run by IN",46286,"ORPRN's Oregon ECHO Network, based at OHSU; award delivers provider tele-education. https://www.oregon.gov/oha/hpa/hp/pages/rhtp-awards.aspx",GENERAL_KNOWLEDGE
190,KS,"Great Plains of Smith County, Inc","Great Plains of Smith County, Inc",KS_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,150000,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,HOSPITAL_OR_SYSTEM,"Claude, run by IN",46286,"Great Plains of Smith County, Inc. is the operating entity of Smith County Memorial Hospital (Smith Center), which KDHE lists for an REH/CAP award. Entity match inferred from the name. [Org type from general knowledge; URL is the award source.] https://www.kdhe.ks.gov/m/NewsFlash/Home/Detail/1957",GENERAL_KNOWLEDGE
191,MD,Washington County Community Action Council,Washington County Community Action Council,MD_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,149964,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,NONPROFIT_CBO,"Claude, run by IN",46286,Community action agency; MDH award expands its existing non-emergency medical transportation program in Washington County. https://health.maryland.gov/pophealth/Documents/Rural%20Health/RHTP/Pillar-2-Transformation-Fund-BP1-Award-Offers.pdf,GENERAL_KNOWLEDGE
192,KS,"CommonSpirit Kansas, Inc","CommonSpirit Kansas, Inc",KS_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,149960,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,HOSPITAL_OR_SYSTEM,"Claude, run by IN",46286,CommonSpirit Health's Kansas entity (operates CommonSpirit hospitals in western Kansas). [Org type from general knowledge; URL is the award source.] https://www.kdhe.ks.gov/m/NewsFlash/Home/Detail/1957,GENERAL_KNOWLEDGE
193,MI,Human Development Commission,Human Development Commission,MI_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,147618,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,NONPROFIT_CBO,"Claude, run by IN",46286,"Human Development Commission (Caro), a community action agency for the Thumb counties. [Org type from general knowledge; URL is the award source.]",GENERAL_KNOWLEDGE
194,OR,"The Next Door, Inc.","The Next Door, Inc.",OR_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,UP,146986,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,NONPROFIT_CBO,"Claude, run by IN",46286,"Nonprofit family services agency; award expands Healthy Families home visiting into Gilliam, Sherman and Wheeler counties. https://www.oregon.gov/oha/hpa/hp/pages/rhtp-awards.aspx",GENERAL_KNOWLEDGE
195,KS,Citizens Foundation,Citizens Foundation,KS_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,146476,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,NONPROFIT_CBO,"Claude, run by IN",46286,"Most likely the foundation of Citizens Health (Colby), a hospital foundation. Not confirmed; if confirmed, flag hospital-affiliated. [Org type from general knowledge; URL is the award source.] https://www.kdhe.ks.gov/m/NewsFlash/Home/Detail/1957",GENERAL_KNOWLEDGE
196,MI,"EightCAP, Inc.","EightCAP, Inc.",MI_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,141100,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,NONPROFIT_CBO,"Claude, run by IN",46286,"EightCAP, a community action agency. [Org type from general knowledge; URL is the award source.]",GENERAL_KNOWLEDGE
197,OR,Expanded Functions Dental Assistant (EFDA) Local Anesthesia Dental Workforce Expansion,Expanded Functions Dental Assistant (EFDA) Local Anesthesia Dental Workforce Expansion,OR_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,UP,138902,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,FQHC_OR_RHC,"Claude, run by IN",46286,"OHA says the grantee is Siskiyou Community Health Center (an FQHC), training dental assistants to give local anesthesia. [FQHC status from general knowledge] https://www.oregon.gov/oha/hpa/hp/pages/rhtp-awards.aspx",GENERAL_KNOWLEDGE
198,NE,Blue Valley Community Action Inc,Blue Valley Community Action Inc,NE_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,128068.33,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,NONPROFIT_CBO,"Claude, run by IN",46286,Community action agency (southeast Nebraska); 4.4a chronic disease navigation. https://dhhs.ne.gov/Documents/RHTP-Public-Notice-of-Award-4.4a.pdf,GENERAL_KNOWLEDGE
199,MI,Chippewa-Luce-Mackinac Community Action Human Resource Authority,Chippewa-Luce-Mackinac Community Action Human Resource Authority,MI_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,124794,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,NONPROFIT_CBO,"Claude, run by IN",46286,"Community action agency for Chippewa, Luce and Mackinac counties, organized as a Human Resource Authority (may be a public body rather than a private nonprofit). Same organization as row 122. [Org type from general knowledge; URL is the award source.]",GENERAL_KNOWLEDGE
200,MI,Menominee-Delta-Schoolcraft Community Action Agency,Menominee-Delta-Schoolcraft Community Action Agency,MI_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,124794,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,NONPROFIT_CBO,"Claude, run by IN",46286,"Community action agency for Menominee, Delta and Schoolcraft counties. [Org type from general knowledge; URL is the award source.]",GENERAL_KNOWLEDGE
201,NE,Northside Behavioral Health,Northside Behavioral Health,NE_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,118400,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,OTHER,"Claude, run by IN",46286,Mental health clinic,GENERAL_KNOWLEDGE
202,MI,Community Action Agency of South Central Michigan,Community Action Agency of South Central Michigan,MI_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,110779,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,NONPROFIT_CBO,"Claude, run by IN",46286,Community action agency for south central Michigan. [Org type from general knowledge; URL is the award source.],GENERAL_KNOWLEDGE
203,OK,The Clinic at Central Oklahoma Family Medical,The Clinic at Central Oklahoma Family Medical,OK_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,100000,2,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,FQHC_OR_RHC,"Claude, run by IN",46286,"Clinic of Central Oklahoma Family Medical Center, Inc., an FQHC with sites in Ada, Konawa and Seminole; OSDH microgrants (Pontotoc, Seminole) fund a mobile clinic unit. https://aem-prod.oklahoma.gov/content/dam/ok/en/health/health2/documents/oklahoma-fqhcs-january-2018.pdf",ORG_WEBSITE
204,OK,Avem Health Partners,Avem Health Partners,OK_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,99852,2,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,VENDOR_OR_CONTRACTOR,"Claude, run by IN",46286,"Oklahoma City hospital management company (formerly First Physicians Capital Group) providing financial, management and capital services to rural hospitals; awards buy park fitness equipment. Reclassify to HOSPITAL_OR_SYSTEM only if it owns the hospitals it manages. https://topworkplaces.com/company/avem-health-partners/oklahoma/",ORG_WEBSITE
205,AK,Set Free Alaska Inc,Set Free Alaska Inc,AK_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,UP,95000,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,NONPROFIT_CBO,"Claude, run by IN",46286,"Set Free Alaska, faith-based nonprofit substance use disorder treatment provider; Alaska's organization type is Behavioral health/SUD treatment. [Org type from general knowledge; URL is the award source.] https://health.alaska.gov/media/tcvker5a/ak_rhtp_awardsnotice_2026.xlsx",GENERAL_KNOWLEDGE
206,MI,Alger-Marquette Community Action Board,Alger-Marquette Community Action Board,MI_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,89519,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,NONPROFIT_CBO,"Claude, run by IN",46286,Community action agency for Alger and Marquette counties. [Org type from general knowledge; URL is the award source.],GENERAL_KNOWLEDGE
207,MI,Dickinson-Iron Community Services Agency (CSA),Dickinson-Iron Community Services Agency (CSA),MI_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,89519,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,NONPROFIT_CBO,"Claude, run by IN",46286,Community action agency for Dickinson and Iron counties. [Org type from general knowledge; URL is the award source.],GENERAL_KNOWLEDGE
208,MI,Gogebic-Ontonagon Community Action Agency,Gogebic-Ontonagon Community Action Agency,MI_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,89519,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,NONPROFIT_CBO,"Claude, run by IN",46286,Community action agency for Gogebic and Ontonagon counties. [Org type from general knowledge; URL is the award source.],GENERAL_KNOWLEDGE
209,AL,WellStone Inc.,WellStone Inc.,AL_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,UP,86660,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,NONPROFIT_CBO,"Claude, run by IN",46286,"WellStone (Huntsville), community behavioral health provider; award supplies school telehealth tablets. Classified with other CMHCs. [Org type from general knowledge; URL is the award source.] https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/",GENERAL_KNOWLEDGE
210,MI,Corner Health Center,Corner Health Center,MI_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,83333,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,NONPROFIT_CBO,"Claude, run by IN",46286,Nonprofit adolescent and young-adult health center in Ypsilanti (MDHHS Child and Adolescent Health Center program); not an FQHC. https://www.guidestar.org/profile/38-2329742,ORG_WEBSITE
211,MI,Intercare Community Health Network,Intercare Community Health Network,MI_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,83333,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,FQHC_OR_RHC,"Claude, run by IN",46286,"Intercare Community Health Network, an FQHC serving southwest Michigan. [Org type from general knowledge; URL is the award source.]",GENERAL_KNOWLEDGE
212,MI,MidMichigan Community Health Services,MidMichigan Community Health Services,MI_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,83333,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,FQHC_OR_RHC,"Claude, run by IN",46286,"FQHC based in Houghton Lake (legal name MidMichigan Health Services); independent community board, not the MyMichigan hospital system. https://npin.cdc.gov/organization/midmichigan-community-health-services",ORG_WEBSITE
213,MI,MyMichigan Health Services,MyMichigan Health Services,MI_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,83333,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,FQHC_OR_RHC,"Claude, run by IN",46286,"Most likely the same Houghton Lake FQHC as row 213 (legal name MidMichigan Health Services, which recruits under the MyMichigan brand). If this is instead MyMichigan Health the hospital system, change to HOSPITAL_OR_SYSTEM. https://www.careerbuilder.com/job-details/family-medicine-is-roscommon-michigan-west-branch-mi--f1c3b0e9-deec-419b-9330-011438297645",ORG_WEBSITE
214,MI,Rudyard Area School Wellness Center,Rudyard Area School Wellness Center,MI_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,83333,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,OTHER,"Claude, run by IN",46286,"School-based health center at Rudyard Area Schools (EUP); the operating organization (health system, FQHC or health department) was not confirmed. [Org type from general knowledge; URL is the award source.]",GENERAL_KNOWLEDGE
215,OK,"Fairfax Medical Facilities, Inc.","Fairfax Medical Facilities, Inc.",OK_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,83017.73,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,FQHC_OR_RHC,"Claude, run by IN",46286,"Federally Qualified Health Center (Robert Clark, Hominy and Newkirk Family Health Centers); NPI taxonomy is FQHC. Not the Fairfax hospital. https://www.npiviewer.com/provider/1609040864",ORG_WEBSITE
216,OR,Custody to Counseling Pipeline: CADC Training at Snake River Correctional Institution,Custody to Counseling Pipeline: CADC Training at Snake River Correctional Institution,OR_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,UP,80765,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,NONPROFIT_CBO,"Claude, run by IN",46286,"OHA says the grantee is Lines for Life (nonprofit), with the Department of Corrections and others, training adults in custody as addiction counselors. https://www.oregon.gov/oha/hpa/hp/pages/rhtp-awards.aspx",GENERAL_KNOWLEDGE
217,OR,Oregon Washington Network,Oregon Washington Network,OR_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,UP,79615,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,NONPROFIT_CBO,"Claude, run by IN",46286,"Oregon Washington Health Network, a regional rural health network; Nurture Oregon site. [Org type from general knowledge; URL is the award source.] https://www.oregon.gov/oha/hpa/hp/pages/rhtp-awards.aspx",GENERAL_KNOWLEDGE
218,OR,Oasis Clinic of the Rogue Valley,Oasis Clinic of the Rogue Valley,OR_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,UP,77000,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,NONPROFIT_CBO,"Claude, run by IN",46286,"Oasis Center of the Rogue Valley, Nurture Oregon site (same as row 133); award funds provider recruitment. https://www.oregon.gov/oha/hpa/hp/pages/rhtp-awards.aspx",GENERAL_KNOWLEDGE
219,MI,"Baldwin Family Health Care, DBA Family Health Care","Baldwin Family Health Care, DBA Family Health Care",MI_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,76923,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,FQHC_OR_RHC,"Claude, run by IN",46286,"Family Health Care (Baldwin/White Cloud), an FQHC. [Org type from general knowledge; URL is the award source.]",GENERAL_KNOWLEDGE
220,MI,Cherry Health Heart of the City Health Center,Cherry Health Heart of the City Health Center,MI_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,76923,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,FQHC_OR_RHC,"Claude, run by IN",46286,"Cherry Health, an FQHC network (Grand Rapids); Heart of the City is its main site. [Org type from general knowledge; URL is the award source.]",GENERAL_KNOWLEDGE
221,MI,Covered Bridge Healthcare,Covered Bridge Healthcare,MI_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,76923,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,FQHC_OR_RHC,"Claude, run by IN",46286,"Covered Bridge Healthcare (St. Joseph County), an FQHC. [Org type from general knowledge; URL is the award source.]",GENERAL_KNOWLEDGE
222,MI,East Jordan Family Health Centers,East Jordan Family Health Centers,MI_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,76923,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,FQHC_OR_RHC,"Claude, run by IN",46286,HRSA-funded FQHC (East Jordan and Bellaire sites). https://nachc.org/wp-content/uploads/2025/01/MI01.pdf,ORG_WEBSITE
223,MI,Grace Health,Grace Health,MI_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,76923,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,FQHC_OR_RHC,"Claude, run by IN",46286,"Grace Health (Battle Creek), an FQHC. [Org type from general knowledge; URL is the award source.]",GENERAL_KNOWLEDGE
224,MI,Great Lakes Bay Health Centers,Great Lakes Bay Health Centers,MI_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,76923,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,FQHC_OR_RHC,"Claude, run by IN",46286,HRSA-funded FQHC network (Saginaw and surrounding counties). https://nachc.org/wp-content/uploads/2025/01/MI01.pdf,ORG_WEBSITE
225,MI,Isabella Citizens for Health,Isabella Citizens for Health,MI_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,76923,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,FQHC_OR_RHC,"Claude, run by IN",46286,"Isabella Citizens for Health (Mt. Pleasant), an FQHC. [Org type from general knowledge; URL is the award source.]",GENERAL_KNOWLEDGE
226,MI,"Lakeland Immediate Care Center, DBA Cassopolis Family Clinic Network","Lakeland Immediate Care Center, DBA Cassopolis Family Clinic Network",MI_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,76923,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,FQHC_OR_RHC,"Claude, run by IN",46286,"Cassopolis Family Clinic Network, an FQHC in Cass County. [Org type from general knowledge; URL is the award source.]",GENERAL_KNOWLEDGE
227,MI,Traverse Health Clinic,Traverse Health Clinic,MI_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,76923,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,FQHC_OR_RHC,"Claude, run by IN",46286,"Traverse Health Clinic, an FQHC. [Org type from general knowledge; URL is the award source.]",GENERAL_KNOWLEDGE
228,OK,Baptist Healthcare,Baptist Healthcare,OK_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,73188,2,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,HOSPITAL_OR_SYSTEM,"Claude, run by IN",46286,"Most likely Baptist Healthcare of Oklahoma, Inc., the INTEGRIS Health hospital affiliate (CMS lists it d/b/a INTEGRIS Bass Baptist); INTEGRIS Baptist Regional Health Center operates in Miami (Ottawa County). OSDH microgrants (Craig, Ottawa) buy clinic ultrasound. Legal-entity match inferred from name and counties. https://www.cms.gov/medicare/medicare-general-information/medicareapprovedfacilitie/carotid-artery-stenting-facilities-items/baptist-healthcare-of-oklahoma-inc-",ORG_WEBSITE
229,OK,"Sooner Mobile X-Ray, Inc.","Sooner Mobile X-Ray, Inc.",OK_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,71722.259999999995,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,OTHER,"Claude, run by IN",46286,"Private mobile diagnostic imaging company; OSDH microgrant buys a mobile unit. Diagnostic service company, not one of the nine categories. https://oklahoma.gov/health/rhtp/rhtp-funding-recipients.html",GENERAL_KNOWLEDGE
230,OK,DRH Health,DRH Health,OK_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,66608.44,2,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,HOSPITAL_OR_SYSTEM,"Claude, run by IN",46286,DRH Health (Duncan Regional Hospital system); OSDH microgrants equip its Rural Health Clinics in Cotton and Jefferson counties. https://oklahoma.gov/health/rhtp/rhtp-funding-recipients.html,GENERAL_KNOWLEDGE
231,AK,Optical Aleutians,Optical Aleutians,AK_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,UP,64787.11,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,OTHER,"Claude, run by IN",46286,Optical/eye care provider; Alaska's organization type is Other health care provider; Specialist. Not one of the nine categories. https://health.alaska.gov/media/tcvker5a/ak_rhtp_awardsnotice_2026.xlsx,GENERAL_KNOWLEDGE
232,AK,Arete Family Care,Arete Family Care,AK_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,UP,62625,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,PHYSICIAN_PRACTICE,"Claude, run by IN",46286,Family medicine practice; Alaska's own project organization type is Family medicine or primary care. https://health.alaska.gov/media/tcvker5a/ak_rhtp_awardsnotice_2026.xlsx,STATE_SOURCE
233,AK,Compass Therapy,Compass Therapy,AK_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,UP,60047,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,OTHER,"Claude, run by IN",46286,Private therapy clinic; Alaska's organization type is Clinic; Home-and-community-based services provider; Specialist. Not one of the nine categories. https://health.alaska.gov/media/tcvker5a/ak_rhtp_awardsnotice_2026.xlsx,GENERAL_KNOWLEDGE
234,AK,Railbelt Mental Health & Addictions,Railbelt Mental Health & Addictions,AK_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,UP,51992.33,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,NONPROFIT_CBO,"Claude, run by IN",46286,Behavioral health and addiction treatment provider; already typed NONPROFIT_CBO elsewhere in the AK file. https://health.alaska.gov/media/tcvker5a/ak_rhtp_awardsnotice_2026.xlsx,GENERAL_KNOWLEDGE
235,OK,Works Wonderfully Foundation,Works Wonderfully Foundation,OK_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,50000,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,NONPROFIT_CBO,"Claude, run by IN",46286,501(c)(3) (NTEE E12) in Okmulgee tied to Wonderfully Made Therapy Group; award funds pediatric therapy/diagnostic equipment for children with disabilities (Project GO!). https://nonprofitfile.com/state/oklahoma/okmulgee?page=2,ORG_WEBSITE
236,OK,CREOKS Mental Health Services Inc.,CREOKS Mental Health Services Inc.,OK_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,49997.68,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,NONPROFIT_CBO,"Claude, run by IN",46286,"CREOKS Mental Health Services, nonprofit community behavioral health provider; OSDH microgrant funds crisis stabilization equipment and a van (Creek County). Classified with other CMHCs. https://oklahoma.gov/health/rhtp/rhtp-funding-recipients.html",GENERAL_KNOWLEDGE
